"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Characteristics:Страна;Characteristics:Винтаж;Characteristics:Регион;Characteristics:Состав;Characteristics:Объем;Characteristics:Алк.;Characteristics:PR;Characteristics:Субрегион;Characteristics:WS;Characteristics:Тип;Characteristics:Vinous;Characteristics:JS;Characteristics:RP;"Characteristics:Страна производства";Characteristics:Производитель;Characteristics:Материал;Weight;Length;Width;Height;"SEO title";"SEO descr";"FB title";"FB descr";Url
758928345251;"M. Chapoutier";;"RP 100";"Франция;Избранное 2;MarketWinetime;M. Chapoutier;Долина Роны;Редкие вина";"M. Chapoutier, Ermitage «Le Pavillon» 2005, 750 ml";"Франция, Долина Роны";"Эрмитаж Ле Павильон 2005 - мое любимое из вин Шапутье в этом винтаже. Оно рождается на одном из величайших виноградников сира в мире - на крутом гранитном склоне Ле Бессар! У этого сногсшибательного, великолепного вина классический аромат копченого мяса, древесного угля, пепла, мокрого камня, шоколада и черносмородинового ликера. Текстура плотная, маслянистая, очень концентрированная. Вино меняется в бокале, впечатляя чистейшими экзотическими ароматами и гладкими танинами. Нет более совершенного сира! Сегодня оно очень молодо, но его текстура, чистота и баланс уже доставляют большое наслаждение. Уверен, оно и в 50-летнем возрасте сохранит отличную форму.#nbsp;<br /><em>Wine Advocate, 2016</em>";https://static.tildacdn.com/tild6631-6232-4466-a461-336532366535/256000-x-4000.jpg;87000.00;;;;;v7aE682ILHdSoXGsp79I;;Франция;2005;"Долина Роны";сира;0,75;14%;;;;Красное;;;100;;;;0;0;0;0;;;;;https://winetime.moscow/ermitage-le-pavillon-2005
342829056821;Gaja;;;"Италия;MarketWinetime;Gaja;Gaja Conteisa;Бароло";"Gaja Conteisa 2009, 750 ml";Пьемонт;"Контейса 2009 раскрывается сначала цветочными нотами (роза и фиалка) а затем появляются ноты вишни, черносмородинового ликера, мяты, лакрицы, смолы, имбиря и кедра. Сложность, многослойность этого вина сбивает с ног! Текстура обманчиво мягкая - танины еще очень сильны.#nbsp;#nbsp;<br /><em>Wine Advocate, 2013</em>";https://static.tildacdn.com/tild3436-6235-4734-b733-366638353037/456000_x_4000.jpg;46088.00;;;;;VCny1Pa7j39yHAEuA498;;Италия;2009;Пьемонт;"95% неббиоло + 5% барбера";0,75;14%;96;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/gaja-conteisa-2009
414710609221;Gaja;;;"Италия;MarketWinetime;Gaja;Gaja Conteisa;Бароло";"Gaja Conteisa 2010, 750 ml";Пьемонт;"Контейса 2010 ошеломляет своей элегантностью, воспринятой, конечно же, от винтажа. Аромат выразительный и глубокий, он последовательно раскрывается цветочными нотами, черносмородиновым ликером, специями для выпечки, анисовым ликером и табаком. Танины сладкие и уже довольно мягкие. Выбор коллекционера!#nbsp;<br /><em>Wine Advocate, 2014</em>";https://static.tildacdn.com/tild6532-3630-4663-a365-313436663066/436000_x_4000.jpg;46088.00;;;;;8otEVYyJh6OtKTm16zyf;;Италия;2010;Пьемонт;"95% неббиоло + 5% барбера";0,75;14%;97;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/gaja-conteisa-2010
624622292031;Gaja;;;"Италия;MarketWinetime;Gaja;Gaja Conteisa;Бароло";"Gaja Conteisa 2015, 750 ml";Пьемонт;"Бароло Контейса 2015 - очень насыщенное вино с ароматом сливы, чернослива, пряных трав, мяты и вишни. Очень сбалансированное бароло. Виноградник Череквио, где выращивают виноград для Контейса, больше других страдает от капризов погоды - губительные осадки, особенно град, приходят сюда с располагающегося по соседству холма Ла Морра. В августе 2015 град сильно потрепал лозы, но достаточная часть урожая, к счастью, уцелела.<br /><em>Wine Advocate, 2019</em>";https://static.tildacdn.com/tild6266-6365-4064-a630-633165616436/446000-x-4000.jpg;43000.00;;;;;1SkInnnp0IBbAItv6EkA;;Италия;2015;Пьемонт;неббиоло;0,75;14,50%;96;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/gaja-conteisa-barolo-2015
297789222081;Gaja;;;"Италия;MarketWinetime;Gaja Sperss;Gaja;Бароло";"Gaja Sperss 1996, Langhe Nebbiolo DOC, 750 ml/1500 ml";Пьемонт;"Впечатляющее бароло Сперсс 1996 обладает непрозрачным рубиново-фиолетовым цветом и супернасыщенным ароматом черешни, смолы, цветов и белого трюфеля. Очень полнотельное, мощное и чистое, массивное бароло с большим количеством танинов и двумя-тремя десятками лет в запасе.#nbsp;<br /><em>Wine Advocate, 1999</em>";"https://static.tildacdn.com/tild6135-3064-4033-b638-656339643763/376000-x-4000.jpg https://static.tildacdn.com/tild6233-3033-4533-a266-386164636133/426000-x-4000.jpg";;;;;;nN5mGG2e5AsJhCZ24Kx6;;Италия;1996;Пьемонт;"95% неббиоло + 5% барбера";0,75;14%;;;;Красное;;;96;;;;0;0;0;0;;;;;https://winetime.moscow/gaja-sperss-1996
455886455741;;;;;"Gaja Sperss 1996, Langhe Nebbiolo DOC, 750 ml/1500 ml / 750ml- 750ml";;;;75000.00;;;Объем:750ml;;xbRM1Fi6PEyd8CNTczdZ;297789222081;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/gaja-sperss-1996?editionuid=455886455741
792717317581;;;;;"Gaja Sperss 1996, Langhe Nebbiolo DOC, 750 ml/1500 ml / 1500ml- 1500ml";;;;161000.00;;;Объем:1500ml;;MhGNpGyjsAlgvt6XRdSF;297789222081;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/gaja-sperss-1996?editionuid=792717317581
189713484711;Biondi-Santi;;;"Италия;Biondi Santi;MarketWinetime";"Biondi-Santi Brunello di Montalcino Annata 1995, 750 ml";Тоскана;"Ручной сбор, ферментация в цементных чанах с контролем температуры в течение 15-18 дней. Используются только природные дрожжи. Выдержка в больших нейтральных бочках из славонского дуба в течение 36 месяцев. После розлива бутылки хранятся еще не менее 4 месяцев.";https://static.tildacdn.com/tild3937-3935-4134-b662-616335666361/796000-x-4000.jpg;43900.00;;;;;f6DSDpiVSuLvzmEdsIxD;;Италия;1995;Тоскана;Санджовезе;0,75;13,50%;;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/biondi-santi-annata-1995
205984802721;Biondi-Santi;;;"Италия;Biondi Santi;MarketWinetime";"Biondi-Santi Brunello di Montalcino Annata 2001, 750 ml";Тоскана;"У брунелло ди Монтальчино Анната 2001 насыщенный красный цвет. Достаточно терпкое и склонное к развитию скорее не фруктовых ароматов, а ароматов третьего ряда. Среднетельное, хорошо структурированное брунелло с плотным, сдержанным ароматом красных фруктов, лакрицы и ментола и устойчивым вкусом. Несколько часов в декантере помогли ему раскрыться.<br /><em>Wine Advocate, 2006</em><span class=""ql-cursor"">﻿</span>";https://static.tildacdn.com/tild3466-6466-4566-a263-666538306264/806000-x-4000.jpg;43900.00;;;;;0uVOjISFL54j4Mnu3GE1;;Италия;2001;Тоскана;Санджовезе;0,75;13,50%;;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/biondi-santi-annata-2001
945141318861;Biondi-Santi;;;"Италия;Biondi Santi;MarketWinetime";"Biondi-Santi Brunello di Montalcino Annata 2004, 750 ml";Тоскана;"Бьонди Санти Брунелло ди Монтальчино 2004 интригует. Танины уже шелковистые, элегантные. В бокале раскрывается яркий аромат темных фруктов. Это среднетельное брунелло нуждается в многолетней бутылочной выдержке, и все говорит о том, что в итоге оно успешно раскроется. Этот 2004 - не блокбастер, а деликатное, утонченное вино. Это одно из самых элегантных вин в Монтальчино в этом винтаже.#nbsp;<br /><em>Wine Advocate, 2009 </em>";https://static.tildacdn.com/tild6538-6163-4932-a435-343737666232/DSC_0384-2.jpg;39000.00;;;;;A9pYcS1o7Xs2LMEu3O2s;;Италия;2004;Тоскана;Санджовезе;0,75;13,50%;90;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/biondi-santi-annata-2004
900743578261;Biondi-Santi;;;"Италия;Biondi Santi;MarketWinetime";"Biondi-Santi Brunello di Montalcino Annata 2009, 750 ml";Тоскана;"Брунелло ди Монтальчино Анната 2009 - очаровательное вино, в аромате - бальзамические ноты, лакрица, кола, темные фрукты, подлесок. Кислотность заметная, но она хорошо сочетается с богатой текстурой вина. Послевкусие долгое и поначалу ровное, но в конце появляется поразительно мощная цветочная нота. Это отличное вино проживет еще много лет.#nbsp;<br /><em>Wine Advocate, 2014 </em>";https://static.tildacdn.com/tild6361-6162-4961-a665-313834376232/846000-x-4000.jpg;32000.00;;;;;Xnds9yboG9Rgae6dF01n;;Италия;2009;Тоскана;Санджовезе;0,75;13,50%;93;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/biondi-santi-annata-2009
728289193691;Biondi-Santi;;;"Италия;Biondi Santi;MarketWinetime";"Biondi-Santi Brunello di Montalcino Annata 2011, 750 ml";Тоскана;;https://static.tildacdn.com/tild3566-6163-4136-a239-386630616335/876000-x-4000.jpg;34000.00;;;;;cBx7bzZbeiLJDJX5Tp4S;;Италия;2013;Тоскана;Санджовезе;0,75;13,50%;96;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/biondi-santi-annata-2011
327294998691;Petrolo;;;"Италия;MarketWinetime;Petrolo;10 000 - 30 000";"Petrolo Galatrona 2016 DOC, 750ml";Тоскана;"Галатрона 2016 - подлинный шедевр виноделия. Глубокий, плотный, но многослойной, насыщенный аромат: темный шоколад, слива, пряности, табак, вспаханная земля, белый трюфель. Это сочное, полнотельное мерло с мягкой текстурой и устойчивым насыщенным вкусом. Я годами наблюдаю за эволюцией Галатрона и часто сравниваю эти вина на вертикальных дегустациях. Этот винтаж пока что мой фаворит.<br /><em>Wine Advocate, 2019</em>";https://static.tildacdn.com/tild6338-3963-4335-b136-353135623861/486000-x-4000.jpg;33735.00;;;;;gb6gLyZt8X5amFf0rJnI;;Италия;2016;Тоскана;мерло;0,75;14,50%;98;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/petrolo-galatrona-2016
492819104351;Luce;;;"Италия;MarketWinetime;Luce;Редкие вина";"Luce 1997, 1500 ml";Тоскана;"Санджовезе и мерло винифицируются отдельно, смешиваются перед розливом в бочки на выдержку. Ферментация: 12 дней. Мацерация: 4 недели. Выдержка занимает 18 месяцев: сначала 12 месяцев во французских дубовых барриках (66% новых), а затем еще 6 месяцев в больших славонских бочках. Выпущено 100 тысяч бутылок.";https://static.tildacdn.com/tild3532-6666-4265-a238-623162663237/526000-x-4000.jpg;77000.00;;;;;2rIfvXDDHLUJRXcLM4Em;;Италия;1997;Тоскана;"Санджовезе, Мерло";1,5;13,50%;;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/luce-1997-magnum
120565963281;Luce;;;"Италия;MarketWinetime;Luce;Редкие вина";"Luce 2001, 1500 ml";Тоскана;"У Люче 2001 насыщенный фиолетовый цвет и свежий, элегантный аромат: спелые фрукты, вишня, лесные ягоды, шоколад. Богатая текстура, хорошо интегрированные танины, превосходный баланс. Вкус устойчивый, динамичное послевкусие с минеральной нотой.";https://static.tildacdn.com/tild6261-3434-4032-b662-363637643336/DSC_0336-2.jpg;69130.00;;;;;90HvCe72fD95cPSXzmT0;;Италия;2001;Тоскана;"Санджовезе, Мерло";1,5;14,50%;;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/luce-2001-2
881225892761;Luce;;;"Италия;MarketWinetime;Luce;Редкие вина";"Luce 2008, 3000 ml";Тоскана;"У Люче 2008 насыщенный фиолетово-красный цвет и изысканный аромат: ежевика, вишня, эвкалипт, специи, графит, темный шоколад, табачный лист. Полнотельное вино, хорошо сбалансированное. Устойчивый вкус, долгое послевкусие.";https://static.tildacdn.com/tild3231-3532-4765-a637-383337316237/516000-x-4000.jpg;110370.00;;;;;JrzvdPsPKvHd7Zh0JdKL;;Италия;2008;Тоскана;"Санджовезе, Мерло";1,5;14,50%;;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/luce-2008
617718803631;"IL Poggione";;;"Италия;MarketWinetime;Il Poggione;&lt;10 000;10 000";"Brunello di Montalcino IL Poggione 2012, 750 ml";Тоскана;"Ручной сбор. Ферментация на природных дрожжах в течение 15-20 дней в цистернах из нержавеющей стали при контролируемой температуре 25-28 градусов. Малолактическая ферментация в цистернах из нержавеющей стали. Выдержка в больших бочках (3-5 тысяч литров) из французского дуба в течение 3 лет.";https://static.tildacdn.com/tild3264-3230-4538-b065-643237343336/906000-x-4000.jpg;9500.00;;;;;PX677xmYacrEDY5mr30x;;Италия;2012;Тоскана;Санджовезе;0,75;14,50%;95;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/il-poggione-2012
194333174321;"IL Poggione";;;"Италия;MarketWinetime;Il Poggione;&lt;10 000;10 000";"Brunello di Montalcino IL Poggione 2014, 750 ml";Тоскана;"Репутация у вин Иль Поджоне одна из самых завидных во всем апелласьоне, особенно в плане качества и потенциала хранения. Этот брунелло ди Монтальчино 2014 заметно отличается от остальных вин своей линейки. Оно элегантное, изящное и лаконичное, и я бы предположила чуть менее длинное плато зрелости для этого вина, около 10 лет. Вино прекрасное и точно входит в топ моих любимых вин в этом винтаже. Букет ароматов достаточно плотный: голубика, слива, красная роза, вишневое варенье. Лаконичность объясняется условиями винтажа, но этому вину есть чем привлечь внимание. Я вернулась к нему спустя несколько дней после откупоривания, и вино все еще было в отличной форме.#nbsp;<br /><em>Wine Advocate, 2019</em><br /><br />";https://static.tildacdn.com/tild3333-3431-4230-a138-653431653231/916000-x-4000.jpg;8700.00;;;;;4YgAfSjlRsh4xvl50Ftn;;Италия;2014;Тоскана;Санджовезе;0,75;14,50%;94;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/il-poggione-2014
108730489011;"IL Poggione";;;"Италия;MarketWinetime;Il Poggione;&lt;10 000;10 000";"Brunello di Montalcino IL Poggione 2015, 750 ml";Тоскана;"У брунелло ди Монтальчино 2015 от Иль Поджоне более темный и насыщенный цвет, чем у вин-ровесников. Это вино очень изобильное, пышное и выразительное. В аромате - засахаренная вишня, влажная земля, табак, дым. Благодаря уникальному расположению участка у Иль Поджоне получаются немного более концентрированные и мощные брунелло, чем у других хозяйств апелласьона Монтальчино. Особенно это заметно в превосходном 2015-м винтаже. Вино получилось полнотельным, с очень привлекательной сухой минеральной ноткой в послевкусии. Его также отличают заметные молодые танины, которым необходимо несколько лет, чтобы смягчиться.#nbsp;<br /><em>Wine Advocate, 2020</em>";https://static.tildacdn.com/tild3962-6636-4262-a265-353266313862/896000-x-4000.jpg;9500.00;;;;;mdGCkVuzt3UP171N9i0O;;Италия;2015;Тоскана;Санджовезе;0,75;14,50%;97;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/il-poggione-2015
847930774441;Vietti;;;"Италия;MarketWinetime;Vietti;Бароло;&lt;10 000;10 000";"Vietti Barolo Castiglione 2016, 750 ml";Пьемонт;"У Вьетти Бароло Кастильоне 2016 массивный и оригинальный аромат: мята, бальзамическая трава, вспаханная земля. Фруктовые ноты скрыты под ними, но со временем они выступят также ярко. Обычно Кастильоне - это самое быстро развивающееся бароло от Вьетти, но не в этот раз. Этот винтаж демонстрирует особенно высокий уровень насыщенности, сложности и свежести. Шелковистые танины в ментоловом обрамлении. Очаровательное вино.<br /><em>Wine Advocate, 2020</em>";https://static.tildacdn.com/tild3837-3534-4466-a232-343436623937/786000-x-4000.jpg;11500.00;;;;;2TfcB2KPRMTFHkvX7hrE;;Италия;2016;Пьемонт;неббиоло;0,75;13,50%;;;;Красное;;;94;;;;0;0;0;0;;;;;https://winetime.moscow/vietti-barolo-castiglione-2016
782056492381;Vietti;;;"Италия;MarketWinetime;Vietti;Бароло;Редкие вина";"Vietti Barolo Lazzarito 1994, 1500 ml";Пьемонт;"Используется виноград с одного участка Лаццарито. Ру чной сбор. Ферментация в течение 27 дней в стали при контролируемой температуре (30-32 градуса) с ежедневным “погружением шапки” традиционным способом. Малолактическая ферментация в дубе. Выдержка в два этапа: сначала 7 месяцев в барриках из 100% французского дуба, затем 25 месяцев в больших бочках из словенского дуба. Розлив без фильтрации.";https://static.tildacdn.com/tild3961-3832-4331-b663-386365396365/676000-x-4000.jpg;75400.00;;;;;8o7EBlCiYJneYEI6aKif;;Италия;1994;Пьемонт;неббиоло;1,5;13,50%;;;92;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/vietti-barolo-lazzarito-1994
648703489541;Vietti;;;"Италия;MarketWinetime;Vietti;Бароло";"Vietti Barolo Lazzarito 2011, 750 ml";Пьемонт;"Вьетти Бароло Лаццарито 2011 - эталонное вино и одно из лучших бароло этого сложного винтажа. Бесконечно прекрасный аромат: темные фрукты, лакрица, бальзамическая трава. Виноградник Лаццарито находится в Серралунда д’Альба, его терруар отличают плотные толстые почвы и большая разница дневных и ночных температур. Эти факторы оказывают решающее влияние на качество винограда, когда лето выдается слишком жарким.#nbsp;#nbsp;<br /><em>Wine Advocate, 2015</em>";https://static.tildacdn.com/tild3438-3031-4933-a131-613663646562/686000-x-4000.jpg;33400.00;;;;;RF5nv25DL9FlvNeuB9Pt;;Италия;2011;Пьемонт;"100% неббиоло";0,75;14%;;;96;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/vietti-barolo-lazzarito-2011
690060372671;Vietti;;;"Италия;MarketWinetime;Vietti;Бароло";"Vietti Barolo Lazzarito 2015, 750 ml";Пьемонт;"Вьетти Бароло Лаццарито 2015 обладает прекрасным цветочным букетом: фиалки, розы, цветок апельсинового дерева. У меня было две бутылки этого Вьетти: одну открыли за несколько часов до дегустации, а вторую прямо перед дегустацией. Эти цветочный ноты - как раз из первой бутылки, где вино успело раскрыться, стать насыщенным и нюансированным. Кроме цветочных ароматов стали заметны ноты темных фруктов и белого перца. Однако, как это часто бывает с винами из Серралунга д’Альба, несмотря на элегантный тонкий букет, это Лаццарито - полнотельное, богато текстурированное, мощное вино. Это парадоксальное сочетание существует в удивительной гармонии и абсолютном равноправии легкости и силы.#nbsp;<br /><em>Wine Advocate, 2019</em>";https://static.tildacdn.com/tild3763-3439-4730-b436-623730383634/706000-x-4000.jpg;39000.00;;;;;tNiHnm6NOJHnJCkOVFcd;;Италия;2015;Пьемонт;неббиоло;0,75;13,50%;;;;Красное;;;96;;;;0;0;0;0;;;;;https://winetime.moscow/vietti-barolo-lazzarito-2015
399321122851;Vietti;;;"Италия;Выключенные";"Vietti Barolo Lazzarito 2016, 750 ml";Пьемонт;"Если бы у нас была задача нарисовать это Бароло Лаццарито 2016 от Вьетти, то я бы изобразила его в виде пирамиды. В основании плотный фундамент - спелые фрукты - букет, который позже раскрывается нотами ежевики, сливы, специй, смолы, лакрицы, апельсиновой цедры, земли и трюфеля. Вторая волна ароматов: минералы, железная нота. Вина из Сарралунга д’Альба стоят особняком в семействе бароло благодаря своей насыщенности и фруктовости. С дополнительной аэрацией это Лаццарито начинает выдавать ноты мяты и бальзамической травы. Выпущено 9,293 стандартных бутылки и 300 магнумов.#nbsp;#nbsp;#nbsp;<br /><em>Wine Advocate, 2020 </em>";https://static.tildacdn.com/tild3764-3537-4363-a537-363032353930/716000-x-4000.jpg;39000.00;;;;;fkysh0nzityNYJh8FISS;;Италия;2016;Пьемонт;неббиоло;0,75;14%;;;98;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/vietti-barolo-lazzarito-2016
338204804601;Vietti;;;"Италия;MarketWinetime;Vietti;Бароло";"Vietti Barolo Ravera 2010, 750 ml";Пьемонт;"Великолепное, полное жизни Бароло Равера 2010 от Вьетти. Мягкое и гибкое, оно демонстрирует всю многогранность неббиоло. Виноградник Равера известен в первую очередь тем, что местный неббиоло - это прямое, чистейшее воплощение главного сорта Пьемонта. Цветочные ноты фиалки и розы, трюфель, вишня и мята. Суперзвезда винтажа с большим потенциалом хранения.#nbsp;<br /><em>Wine Advocate, 2014</em>";https://static.tildacdn.com/tild3732-3733-4730-a262-353037666164/746000-x-4000.jpg;77770.00;;;;;umsjfPiGY6ha6HzYo6bp;;Италия;2010;Пьемонт;неббиоло;0,75;14%;;;;Красное;;;96;;;;0;0;0;0;;;;;https://winetime.moscow/vietti-barolo-ravera-2010
113559183761;Vietti;;;"Италия;MarketWinetime;Vietti;Бароло";"Vietti Barolo Ravera 2014, 750 ml";Пьемонт;"Вино с виноградника Равера я узнаю мгновенно! У него свой характерный аромат - сочетание вишневого ликера и горького шоколада. Его вы найдете и в этом Бароло Равера 2014 от Вьетти. Но это вино гораздо сложнее: к названным выше добавляются ноты бальзамической травы, минералов, железа и даже - не удивляйтесь - анчоусов! Вино просто прекрасное!<br /><em>Wine Advocate, 2018 </em>";https://static.tildacdn.com/tild3564-6264-4366-b038-613030633138/766000-x-4000.jpg;37000.00;;;;;3I7UNOK392mUhmB0a55M;;Италия;2014;Пьемонт;неббиоло;0,75;13,50%;;;;Красное;;;94;;;;0;0;0;0;;;;;https://winetime.moscow/vietti-barolo-ravera-2014
913242646291;Vietti;;;"Италия;Выключенные";"Vietti Barolo Ravera 2015, 750 ml";Пьемонт;"Бароло Равера 2015 от Вьетти поначалу выглядит закрытым, но через несколько часов после откупоривания вино преображается. Вина Вьетти развиваются достаточно медленно, и эту особенность следует иметь ввиду. готовясь к дегустации. Вина с виноградника Равера отличает мощь, структура и экспансивная текстура. В аромате - много темных фруктов, минералы, соленая нота. Эластичная текстура, гладкие танины.#nbsp;#nbsp;<br /><em>Wine Advocate, 2019</em>";https://static.tildacdn.com/tild6561-3837-4834-b131-346136303233/776000-x-4000.jpg;39000.00;;;;;ox6xzpYzI1KtY9peB00X;;Италия;2015;Пьемонт;"100% неббиоло";0,75;13,50%;;;92;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/vietti-barolo-ravera-2015
599726860781;"Casanova di Neri";;;"Италия;MarketWinetime;Casanova di Neri;&lt;10 000;10 000";"Brunello di Montalcino Casanova di Neri 2013, 750 ml";Тоскана;"Это смелый и#nbsp;выразительный Брунелло. Он#nbsp;выдает плотно переплетенные ароматы вишни Морелло, специй, кожи и#nbsp;бальзамической травы#nbsp;— составные блоки самых прекрасных Брунелло, которые приходят на#nbsp;ум. Стиль дома Казанова ди#nbsp;Нери подразумевает современный и#nbsp;изысканный подход. Но#nbsp;внутренний дух и#nbsp;текстура Санджовезе настолько тонки и#nbsp;выверены в#nbsp;своем естественном состоянии, что этот подход едва#nbsp;ли имеет значение.<br /><em>Wine advocate 2018</em>";https://static.tildacdn.com/tild6330-6361-4531-a366-633538316135/926000-x-4000.jpg;10500.00;;;;;gBd3A10pjr60iL4AUvcj;;Италия;2013;Тоскана;Санджовезе;0,75;14,50%;;;;Красное;;;93;;;;0;0;0;0;;;;;https://winetime.moscow/casanova-di-neri-2013-2
668996598861;"Casanova di Neri";;;"Италия;MarketWinetime;Casanova di Neri;&lt;10 000;10 000";"Brunello di Montalcino Casanova di Neri 2015, 750 ml";Тоскана;"В этом классическом винтаже семье Нери удалось создать классическое воплощение санджовезе, оставаясь при этом верными стилю своего дома. В ароматах их вин обычно можно встретить сливу, гвоздику, инжир, ягоды и цветочные лепестки - то, что мы и ожидаем от традиционалистов. Этому брунелло понадобится немало времени, чтобы раскрыться, поэтому я рекомендую переливать его в декантер. Это брунелло ди Монтальчино 2015 от Казанова ди Нери выдает как раз то, что ожидаешь услышать в этом винтаже: лесные ягоды, лакрица, фиалка, бальзамическая трава. Если от аромата хочется все-таки чего-то большего, то вкус и текстура - это абсолютный успех!<br /><em>Wine Advocate, 2020</em>";https://static.tildacdn.com/tild3235-3138-4431-a334-626463383537/936000-x-4000.jpg;10500.00;;;;;81ey2Vm0U04AXU6ae5GO;;Италия;2015;Тоскана;Санджовезе;0,75;14,50%;94;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/casanova-di-neri-2015
138679409351;"Casanova di Neri";;;"Италия;MarketWinetime;Casanova di Neri;10 000 - 30 000";"Casanova di Neri «Tenuta Nuova» 2013, Brunello di Montalcino, 750 ml";Тоскана;"Брунелло ди Монтальчино Тенута Нуова 2013 от Казанова ди Нери - юбилейный 20-й винтаж этой линейки, запущенной в 1993 году: об этом говорит памятная этикетка. Чистое воплощение брунелло: плотный аромат вишни, специй, кожи и бальзамической травы - все, что мы так любим в брунелло. Текстура гладкая и элегантная.<br /><em>Wine Advocate, 2018</em>";https://static.tildacdn.com/tild3632-6633-4363-a331-653038666231/946000-x-4000.jpg;25090.00;;;;;zLDLKiF6VuzNf8zKarnO;;Италия;2013;Тоскана;Санджовезе;0,75;14,50%;;;;Красное;;;97;;;;0;0;0;0;;;;;https://winetime.moscow/casanova-di-neri-tn-2013
588579050551;"Casanova di Neri";;;"Италия;MarketWinetime;Casanova di Neri;10 000 - 30 000";"Casanova di Neri «Tenuta Nuova» 2015, Brunello di Montalcino, 750 ml";Тоскана;"Джакомо Нери и его семье удалось создать вино, которое впечатляет с первого глотка (особенно, если ему дали достаточно времени в декантере, чтобы раскрыться). Брунелло ди Монтальчино Тенута Нуова 2015 обладает ароматом ежевики, сливы, вишни, специй, кожи и бальзамической травы. Эти ноты - фирменные знаки вин ди Нери - плавно перетекают друг в друга, устойчивость и насыщенность вина при этом сохраняется. С дополнительной декантацией появляется заметная минеральная нота. Букет яркий и мощный, но не приторный. Текстура гибкая и мягкая. Я пробовала это вино несколько раз в течение 24 часов.#nbsp;<br /><em>Wine Advocate, 2020</em>";https://static.tildacdn.com/tild3434-3834-4230-b764-363935656662/956000-x-4000.jpg;25090.00;;;;;70G1k6eoSNll0z82OMVl;;Италия;2015;Тоскана;Санджовезе;0,75;14,50%;98;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/casanova-di-neri-tn-2015
465170266891;"Bonnes Mares";;;"Франция;MarketWinetime;продано;Domaine Louis Jadot;Бургундия";"Bonnes Mares Grand Cru Domaine Louis Jadot 2012, 750 ml";Бургундия;"Аромат Бон Мар 2012 от Луи Жадо раскрывается медленно: темные фрукты, чернила, индийские специи. Вино хорошо сбалансировано, с яркой кислотностью. Послевкусие долгое и структурированное. Полагаю, это вино будет хорошо стареть, ну а пока, в первое десятилетие своей жизни, оно будет скорее впечатлять, чем дарить наслаждение.#nbsp;<br /><em>Wine Advocate, 2013</em>";https://static.tildacdn.com/tild3361-6666-4866-a662-633633323131/146000-x-4000.jpg;74000.00;;;;;brfLh6pV58BIxDzyU9NN;;Франция;2009;Бургундия;"Пино Нуар";0,75;13,50%;;;;Красное;;;93;;;;0;0;0;0;;;;;https://winetime.moscow/bonnes-mares-2012
387463756251;"Jacques Prieur";;;"Франция;MarketWinetime;Musigny;Jacques Prieur;Бургундия";"Domaine Jacques Prieur 2014, Musigny Grand Cru, 750 ml";"Франция, Бургундия";"У Мюзиньи 2014 от Жак Приер глубокий темно-красный цвет. Аромат очень изысканный, цветочно-минеральный. Вино среднетельное с заметными танинами, чуть зернистой текстурой, очень гармоничное и элегантное - одно из лучших в винтаже, выдающееся Мюзиньи.<br /><em>Wine Advocate, 2015</em>";https://static.tildacdn.com/tild6238-6536-4334-b631-333337656238/226000-x-4000.jpg;188500.00;;;;;eyceDoOdPDf8uNSXOmyV;;Франция;2014;Бургундия;"Пино Нуар";0,75;14%;;;;Красное;;;95;;;;0;0;0;0;;;;;https://winetime.moscow/jacques-prieur-2014
710440817861;"Giacomo Conterno";;;"Италия;Выключенные";"Barolo Cascina Francia Giacomo Conterno 2004, 750 ml";Пьемонт;;https://static.tildacdn.com/tild3736-3737-4533-a536-363765336264/conterno-1-1.jpg;79000.00;;;;;fViR6aZL1vanrFv6gguN;;Италия;2003;Пьемонт;Неббиоло;0,75;14,50%;94;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/cascina-francia-2004
